cell_type,marker,importance
B cell,SEC62,33.42773475
B cell,EIF2S3,33.29599105
B cell,TLE1,33.13379707
B cell,CNFN,32.8879821
B cell,EIF3D,32.33416209
B cell,PPM1K,32.1964283
B cell,EBLN3,31.82585833
B cell,TCEA1,31.74092462
B cell,STK17A,31.6791657
B cell,HLA-DOA,31.14741226
B cell,AIDA,31.07398972
B cell,SHMT2,30.93832226
B cell,BLOC1S2,30.68982356
B cell,P2RY10,30.3385444
B cell,PABPC1,30.02672531
B cell,TFEB,29.81849556
B cell,TSTD1,29.76817167
B cell,CHPT1,29.74635452
B cell,FOXP1,29.6351322
B cell,POLD4,29.37500974
B cell,EEF1D,29.33406196
B cell,SCIMP,28.76028875
B cell,TRAF5,28.7304136
B cell,EIF3F,28.64460386
B cell,SESTD1,28.63696649
B cell,LBH,28.47411774
B cell,DAPP1,28.44695642
B cell,TCF4,28.4311175
B cell,GABPB1-AS1,28.33309053
B cell,ZFAS1,27.29541292
B cell,ICA1L,27.28444595
B cell,CAMK1D,26.45527409
B cell,TRIM38,26.20926042
B cell,PARP1,26.08180923
B cell,FAM96A,26.04163862
B cell,GLO1,25.98911389
B cell,LUC7L3,25.94501977
B cell,SEPT6,25.91265727
B cell,RASGRP3,25.82019877
B cell,SEP15,25.76223458
B cell,LMBRD1,25.64658855
B cell,CXXC5,25.59570656
B cell,CHMP7,25.52785421
B cell,GAPT,25.40576263
B cell,HNRNPA1L2,25.08044977
B cell,STAP1,24.97366224
B cell,BIN1,24.69707331
B cell,RNASE6,24.64457694
B cell,SNHG5,24.61361686
B cell,TBC1D22A,24.53555043
B cell,PLAC8,24.51816099
B cell,SMC6,24.44235364
B cell,TAF1D,24.29168656
B cell,RPS14P3,24.28539929
B cell,RRAS2,24.27344039
B cell,SEL1L3,23.94658715
B cell,ID3,23.69807537
B cell,CCDC50,23.67978132
B cell,PTPN6,23.66248608
B cell,ST6GAL1,23.65473749
B cell,ERP29,23.57694434
B cell,PPP1R14A,23.41042594
B cell,ITSN2,23.08608649
B cell,FGD2,22.93934593
B cell,BLCAP,22.90304117
B cell,HINT1,22.50056373
B cell,EIF3L,22.44579167
B cell,ELOVL5,22.3309852
B cell,SH3BP5,22.29365615
B cell,ZNF581,22.0592267
B cell,PPP1CC,21.98463899
B cell,TRIM13,21.82369425
B cell,CLECL1,21.44368152
B cell,NCOA3,21.4023411
B cell,KLHL5,21.35768163
B cell,EIF4B,21.28893431
B cell,MYCBP2,20.92450751
B cell,CAMK2D,20.60037529
B cell,ATP6V1G1,20.29115286
B cell,QARS,20.21879696
B cell,HSH2D,20.11217747
B cell,FCGR2B,19.81895325
B cell,NUP88,19.37899932
B cell,RB1,19.08084371
B cell,SMCHD1,18.9767163
B cell,ATP2A3,18.95833835
B cell,RPS18P9,18.83210522
B cell,DUSP22,18.34081913
B cell,NFATC1,18.3365474
B cell,FLJ10038,18.27074784
B cell,C17orf62,18.05467536
B cell,UPF2,17.81914357
B cell,PNN,17.34215027
B cell,PDLIM1,17.28613592
B cell,ACAP1,17.22463163
B cell,SNHG3,17.06084848
B cell,IL16,16.90661705
B cell,HDAC1,16.77642357
B cell,TBC1D10C,16.63639534
B cell,PSMB8-AS1,16.44363513
B cell,KIAA0040,16.44248074
B cell,STMN3,16.11714858
B cell,CYSLTR1,15.99970908
B cell,PLCG2,15.81127658
B cell,CHCHD10,15.79175244
B cell,ARID5B,15.66160034
B cell,TNFAIP8,15.57399417
B cell,PPP3CC,15.43822025
B cell,GNB5,15.11545918
B cell,ANKRD44-IT1,15.08625243
B cell,P2RY8,15.00976747
B cell,IKZF3,14.90004572
B cell,METTL7A,14.79589801
B cell,HMHA1,14.00750302
B cell,LOC100190986,13.72231353
B cell,TNRC6B,13.13256204
B cell,TRAF3IP3,12.65642068
B cell,MYC,12.05569285
B cell,SRSF8,11.90131992
B cell,ADAM19,10.76756877
B cell,ZBTB20,9.95403599
B cell,MARCKSL1,9.711287138
B cell,GUSBP3,9.143761931
plasma cell,JCHAIN,Inf
plasma cell,MZB1,Inf
plasma cell,SSR4,Inf
plasma cell,HERPUD1,Inf
plasma cell,HSP90B1,Inf
plasma cell,SEC11C,Inf
plasma cell,DERL3,285.1323881
plasma cell,FKBP11,278.7316943
plasma cell,PRDX4,268.0006056
plasma cell,IGLL5,255.2763093
plasma cell,SDC1,236.4714742
plasma cell,TNFRSF17,229.3337656
plasma cell,FKBP2,222.092924
plasma cell,ANKRD36BP2,221.4255527
plasma cell,XBP1,220.6632278
plasma cell,TNFRSF13B,200.4422391
plasma cell,ITM2C,200.2976104
plasma cell,SPCS2,189.7450766
plasma cell,PDIA6,189.6675366
plasma cell,CD27,189.5406949
plasma cell,SPCS1,186.6888445
plasma cell,POU2AF1,184.861723
plasma cell,CD79A,169.3483677
plasma cell,SPAG4,163.357191
plasma cell,VIMP,160.0402534
plasma cell,MANF,158.1936873
plasma cell,JSRP1,154.9812847
plasma cell,MYDGF,150.1210089
plasma cell,SELM,141.3069698
plasma cell,TXNDC11,140.0945611
plasma cell,DNAJB9,139.0276361
plasma cell,GNG7,138.2872013
plasma cell,SSR3,136.4185692
plasma cell,AMPD1,134.4727281
plasma cell,KRTCAP2,133.1703383
plasma cell,PIM2,129.3719429
plasma cell,CRELD2,128.9371933
plasma cell,FCRL5,128.591517
plasma cell,FAM46C,127.6159281
plasma cell,SPCS3,126.9316076
plasma cell,SCNN1B,126.7330096
plasma cell,CHPF,126.6690005
plasma cell,TMEM59,126.6151713
plasma cell,TPD52,123.6078025
plasma cell,WNT10A,120.932559
plasma cell,SDF2L1,117.3777806
plasma cell,PLA2G2D,116.9745555
plasma cell,TXNDC15,116.3208925
plasma cell,CTHRC1,114.0533604
plasma cell,UBE2J1,111.2538549
plasma cell,SLAMF7,107.5353994
plasma cell,TMED10,105.6319433
plasma cell,MEI1,104.5446119
plasma cell,TMEM258,103.9015252
plasma cell,DUSP26,103.0510537
plasma cell,PAIP2B,102.8516275
plasma cell,TP53INP1,100.4364179
plasma cell,TMED9,98.20101149
plasma cell,RABAC1,98.07632184
plasma cell,RASGRP3,97.76391021
plasma cell,PPAPDC1B,97.54324159
plasma cell,SEC61B,95.94335644
plasma cell,CCR10,95.58684087
plasma cell,CD38,92.6696937
plasma cell,MANEA,91.96821897
plasma cell,ISCU,89.9742373
plasma cell,ERLEC1,89.84424299
plasma cell,LMAN2,89.81339694
plasma cell,HSH2D,89.76232622
plasma cell,NUCB2,88.38263403
plasma cell,PDIA4,88.18297245
plasma cell,SEL1L3,87.1108774
plasma cell,SMOC1,85.97675311
plasma cell,LOC283710,85.12475835
plasma cell,RPN2,82.75095018
plasma cell,IGF1,82.27857828
plasma cell,CTSH,82.15950539
plasma cell,PPIB,80.690143
plasma cell,TUBB2B,78.65795823
plasma cell,LMAN1,78.25152212
plasma cell,ITGA8,76.53756159
plasma cell,PERP,76.29590122
plasma cell,C16orf74,76.20366572
plasma cell,PNOC,76.00358447
plasma cell,TNFRSF18,73.23411012
plasma cell,CERCAM,72.57493624
plasma cell,ZBP1,72.30714235
plasma cell,CFL2,71.35556529
plasma cell,PDK1,71.3426247
plasma cell,HSPA5,71.16494713
plasma cell,C2orf88,71.02049275
plasma cell,LINC00582,70.80818908
plasma cell,TRAM1,70.4857107
plasma cell,DDOST,69.35264041
plasma cell,LIME1,68.90247134
plasma cell,PARM1,66.77121739
plasma cell,CCDC167,66.39425581
plasma cell,C11orf80,66.38998492
plasma cell,FAM3C,65.58800022
plasma cell,HLA-DOB,65.34529636
plasma cell,KDELR3,64.1088313
plasma cell,HM13,63.9284958
plasma cell,BEX5,62.99546932
plasma cell,CAV1,62.51722155
plasma cell,SUB1,62.33842075
plasma cell,CD59,62.21164651
plasma cell,SLC38A5,61.73712823
plasma cell,LSR,61.10101495
plasma cell,GAS6,60.69602205
plasma cell,HDLBP,60.5523079
plasma cell,PABPC4,60.5265851
plasma cell,SLC25A4,59.51662067
plasma cell,TMEM156,57.67810237
plasma cell,EAF2,56.75775621
plasma cell,BRSK1,56.756057
plasma cell,SLC22A17,56.54418641
plasma cell,MOXD1,56.33823049
plasma cell,SPATS2,55.7709721
plasma cell,SMPDL3B,55.7456688
plasma cell,ERGIC3,55.57054687
plasma cell,TRIB1,55.34575714
plasma cell,ELK2AP,55.31858566
plasma cell,SELK,55.30760557
plasma cell,KDELR2,55.28783318
plasma cell,E2F5,54.76821168
plasma cell,TMEM205,54.01484072
plasma cell,BIK,53.87049321
plasma cell,HID1,53.84347973
plasma cell,RAB30,53.47979009
plasma cell,PIP5K1B,53.263111
plasma cell,AQP3,52.85393577
plasma cell,DANCR,52.50845511
plasma cell,ISG20,51.60225689
plasma cell,ARSA,51.29396436
plasma cell,KDELR1,50.98045315
plasma cell,SLC38A10,50.75800336
plasma cell,HSPA13,50.63363319
plasma cell,SIK1,49.7149642
plasma cell,CALR,49.7136021
plasma cell,SRM,49.63665062
plasma cell,PDIA5,49.62080669
plasma cell,TSC22D3,49.53937714
plasma cell,BLNK,49.46157383
plasma cell,A1BG,48.71175603
plasma cell,FAM69A,48.0085766
plasma cell,DNAJB11,47.95310723
plasma cell,QPCT,47.91472947
plasma cell,P4HB,47.61468732
plasma cell,CUTA,47.49362569
plasma cell,TIFA,47.17423434
plasma cell,PODXL2,47.07746323
plasma cell,TBCEL,47.06839067
plasma cell,YIPF2,47.0267766
plasma cell,SRPRB,46.90435097
plasma cell,ABCB9,46.74495099
plasma cell,ST6GALNAC4,46.30313385
plasma cell,GSTP1,45.57215188
plasma cell,JUN,45.42267955
plasma cell,GMPPB,45.38419686
plasma cell,TNFRSF4,45.24641948
plasma cell,BIRC3,45.06114893
plasma cell,GORASP2,44.87121995
plasma cell,DERL1,44.82493843
plasma cell,UAP1,44.6928005
plasma cell,SIL1,44.33434202
plasma cell,CFLAR,44.28958781
plasma cell,RPN1,44.27531091
plasma cell,LMTK3,44.27162923
plasma cell,CSGALNACT1,44.16653666
plasma cell,B4GALT3,44.14336173
plasma cell,GPR160,43.95175904
plasma cell,HSD17B8,43.57778257
plasma cell,PRDM1,43.54357206
plasma cell,SYVN1,43.31658007
plasma cell,CKAP4,42.66923947
plasma cell,IL2RG,42.59652326
plasma cell,DNPH1,42.46406371
plasma cell,ALG5,42.33189472
plasma cell,TM9SF1,42.29181835
plasma cell,ORMDL3,41.69384508
plasma cell,SEC61A1,41.50699252
plasma cell,ICAM2,41.41196207
plasma cell,COBLL1,41.30403615
plasma cell,IFNAR2,41.22183208
plasma cell,DNAJC3,41.17530985
plasma cell,APOBEC3B,41.14904804
plasma cell,TMED2,41.13113153
plasma cell,ATF4,40.68071575
plasma cell,CNPY2,40.36003243
plasma cell,SEMA4A,39.85358552
plasma cell,B4GALT7,39.74354976
plasma cell,QPRT,39.14900832
plasma cell,IGLL1,38.89490064
plasma cell,ST6GAL1,38.89131655
plasma cell,RAMP2,38.77269352
plasma cell,H1FX,38.3256528
plasma cell,HYOU1,38.26187781
plasma cell,SRPR,38.18238039
plasma cell,DUSP5,37.92710215
plasma cell,ITGB7,37.91050372
plasma cell,PBXIP1,37.65780759
plasma cell,HERC2P7,37.63895738
plasma cell,KIAA0125,37.54724422
plasma cell,IL5RA,37.45961787
plasma cell,SLC1A4,37.37166713
plasma cell,SLC35B1,37.34346175
plasma cell,IFNAR1,37.23845562
plasma cell,WIPI1,37.0306405
plasma cell,SLC39A7,36.9404813
plasma cell,TMED4,36.87506202
plasma cell,TRAM2,36.85988504
plasma cell,WDR45,36.54126604
plasma cell,MARCKS,36.41283474
plasma cell,KCNA3,36.2670891
plasma cell,DNAJC1,36.19220024
plasma cell,TECR,36.04428331
plasma cell,OS9,35.71561126
plasma cell,PRDX2,35.29745555
plasma cell,SEC14L1,35.02464663
plasma cell,FBXW7,34.98515695
plasma cell,LOC101927412,34.94927351
plasma cell,SPINT2,34.946889
plasma cell,SLC17A9,34.81308803
plasma cell,MIF,34.76223437
plasma cell,OSTC,34.61327656
plasma cell,CHID1,34.60621648
plasma cell,SEL1L,34.13427315
plasma cell,GYPC,33.94286426
plasma cell,CISD2,33.80806406
plasma cell,SEC62,33.75589176
plasma cell,ERP29,33.716939
plasma cell,FBXO18,33.69945967
plasma cell,ARF4,33.60815726
plasma cell,EDEM2,33.39761095
plasma cell,DAD1,33.35630111
plasma cell,SLC22A31,33.01854
plasma cell,CLPTM1L,32.99723544
plasma cell,SLC44A1,32.77098353
plasma cell,YIPF3,32.7443706
plasma cell,LOC100288798,32.54652941
plasma cell,GLT8D1,32.54584246
plasma cell,VOPP1,32.51455732
plasma cell,XIST,32.4597714
plasma cell,DNAJC4,32.39431407
plasma cell,ARL1,32.39159411
plasma cell,AIG1,32.31711844
plasma cell,DNAAF1,31.94576981
plasma cell,UBC,31.87724537
plasma cell,WBSCR22,31.71327146
plasma cell,EIF2AK3,31.55189603
plasma cell,SERP1,31.51514297
plasma cell,PGRMC2,31.45060155
plasma cell,TMBIM6,31.35913404
plasma cell,NANS,31.20726343
plasma cell,ICAM3,31.06808948
plasma cell,LY96,30.9069767
plasma cell,NEU1,30.70970261
plasma cell,LY9,30.67426477
plasma cell,LOC101927811,30.59213879
plasma cell,ANKRD28,30.52493802
plasma cell,HYI,30.50599662
plasma cell,ATRAID,30.4713547
plasma cell,MGAT2,30.43386002
plasma cell,AGA,30.31479935
plasma cell,VPS37B,30.29250729
plasma cell,SCARB2,30.25950791
plasma cell,ZP3,30.23767086
plasma cell,CCPG1,30.23664816
plasma cell,LRPAP1,30.12132659
plasma cell,C15orf57,29.95231541
plasma cell,SYNGR2,29.8237987
plasma cell,METTL7A,29.69012044
plasma cell,PIM1,29.55254389
plasma cell,SVIP,29.51843084
plasma cell,SSR2,29.48311687
plasma cell,ARID5B,29.42991742
plasma cell,TMEM208,29.41478849
plasma cell,SND1,29.26771615
plasma cell,COMMD3,29.19933284
plasma cell,MDK,29.0015686
plasma cell,LRP10,28.68502991
plasma cell,AARS,28.66457652
plasma cell,ANKRD37,28.52872069
plasma cell,RRBP1,28.51561241
plasma cell,CREB3,28.50031565
plasma cell,PSAT1,28.2834337
plasma cell,CXorf21,28.18823254
plasma cell,ELL2,28.07723694
plasma cell,ABHD14A,27.98349948
plasma cell,PREB,27.39969829
plasma cell,CREB3L2,27.03679005
plasma cell,MAGED1,26.91611327
plasma cell,INSR,26.81049094
plasma cell,PCMTD1,26.75963821
plasma cell,ERGIC2,26.71320222
plasma cell,STX5,26.64795012
plasma cell,EZR,26.6094639
plasma cell,DPP7,26.56103355
plasma cell,RGCC,26.49647342
plasma cell,VKORC1,26.37157933
plasma cell,PPAP2C,26.35979775
plasma cell,IQCG,26.34965045
plasma cell,LRRC16A,26.33970532
plasma cell,ZBTB38,26.24102938
plasma cell,TSPAN3,26.02124073
plasma cell,ATOX1,25.82413545
plasma cell,PRMT1,25.73037748
plasma cell,COX5A,25.72814186
plasma cell,SMARCB1,25.70411194
plasma cell,TMEM147,25.57873438
plasma cell,FAM174A,25.55007193
plasma cell,LAMP2,25.34159723
plasma cell,C1GALT1C1,25.0559709
plasma cell,TMEM243,25.00708193
plasma cell,NENF,25.00018906
plasma cell,CDK2AP2,24.97030297
plasma cell,CITED2,24.92386408
plasma cell,SURF4,24.89640966
plasma cell,TRADD,24.68482303
plasma cell,RCN1,24.56557314
plasma cell,LAX1,24.53608039
plasma cell,IGSF8,24.50595792
plasma cell,ALKBH7,24.35810028
plasma cell,TMEM214,24.3426806
plasma cell,BMS1P20,24.25685878
plasma cell,CYBA,23.93621936
plasma cell,RPLP1,23.73368227
plasma cell,ALG14,23.49399972
plasma cell,KLHL5,23.44129667
plasma cell,FNDC3A,23.37089152
plasma cell,HMCES,23.21679916
plasma cell,SEC13,23.04689696
plasma cell,GNL3,23.0159005
plasma cell,LMF1,22.95557751
plasma cell,JMY,22.93510523
plasma cell,ACADVL,22.71525219
plasma cell,TMED5,22.70978437
plasma cell,SDF4,22.57929389
plasma cell,CBWD5,22.56936178
plasma cell,TMCO1,22.51783001
plasma cell,CHCHD10,22.42816772
plasma cell,CADM1,22.42181199
plasma cell,SEC61G,22.41541526
plasma cell,ZNF706,22.37526654
plasma cell,PHPT1,22.30067596
plasma cell,DERL2,22.14687209
plasma cell,UFM1,22.11264395
plasma cell,GALNT2,22.06844092
plasma cell,REEP5,22.06634175
plasma cell,CYTIP,21.88552995
plasma cell,TCN2,21.81375186
plasma cell,IL6ST,21.76808039
plasma cell,TNIP1,21.65700569
plasma cell,TM9SF2,21.65565745
plasma cell,PLP2,21.61656461
plasma cell,RPL22L1,21.42717999
plasma cell,BTG2,21.32919216
plasma cell,TMEM140,21.10585532
plasma cell,AUP1,21.0464835
plasma cell,EIF2AK4,21.0169893
plasma cell,MRPS31,20.74264851
plasma cell,LRRC59,20.55941082
plasma cell,CLN6,20.52596637
plasma cell,ADI1,20.48046934
plasma cell,NME3,20.47128132
plasma cell,KRT10,20.11456451
plasma cell,RHEB,20.11028131
plasma cell,ADIPOR1,20.06917356
plasma cell,HAX1,19.93783701
plasma cell,TAPBPL,19.89952249
plasma cell,TMEM19,19.83053605
plasma cell,MESDC2,19.67376416
plasma cell,IFI27L1,19.57725891
plasma cell,COPE,19.47885096
plasma cell,APOA1BP,19.45590508
plasma cell,RPLP0,19.35334103
plasma cell,MLEC,19.34834161
plasma cell,NCLN,19.27846223
plasma cell,SEC63,19.03840335
plasma cell,NDUFB11,18.88765975
plasma cell,PMVK,18.77938442
plasma cell,SRP54,18.74360425
plasma cell,OGFOD3,18.7336155
plasma cell,OST4,18.61807423
plasma cell,PRDX5,18.57994358
plasma cell,MTERF4,18.51337754
plasma cell,MAN1A1,18.50318366
plasma cell,CTSF,18.40543013
plasma cell,PRKCSH,18.40212881
plasma cell,KLF6,18.22414672
plasma cell,YPEL5,18.09211802
plasma cell,JTB,17.99939603
plasma cell,PDIA3,17.89007345
plasma cell,PHGDH,17.70676201
plasma cell,FNDC3B,17.69580793
plasma cell,SELT,17.62174918
plasma cell,VCP,17.52471913
plasma cell,C16orf54,17.28436697
plasma cell,SMDT1,17.13331247
plasma cell,FOXO3,16.92701691
plasma cell,TOR3A,16.8780586
plasma cell,C10orf10,16.83692444
plasma cell,RALY,16.79530837
plasma cell,PELI1,16.67196447
plasma cell,TM4SF1,15.93023689
plasma cell,RPS27L,15.80570562
plasma cell,ALG2,15.68388873
plasma cell,MAL,15.47206512
plasma cell,RAB9A,15.27346537
plasma cell,QTRT1,15.22215815
plasma cell,CSF2RB,14.56215311
plasma cell,KLF10,14.40204705
plasma cell,SLC25A6,14.15931068
plasma cell,YIF1A,13.9452653
plasma cell,TAPBP,13.91426982
plasma cell,NCSTN,13.72833408
plasma cell,ACKR1,13.20849589
plasma cell,EDEM1,12.94950234
plasma cell,HINT1,12.8096285
plasma cell,SCGB3A2,12.58291821
plasma cell,CIRBP,11.98817329
plasma cell,ADTRP,11.83853023
plasma cell,EIF1,11.086841
plasma cell,RPS4X,11.06902524
plasma cell,EEF2,10.8283893
plasma cell,CST6,10.01840138
plasma cell,PTCH2,9.814377365
plasma cell,GADD45A,9.797804733
plasma cell,UQCRQ,9.73175812
plasma cell,KLF2,9.404866026
plasma cell,SFTPC,9.248828623
plasma cell,RPL36AL,9.188799286
plasma cell,ZC3H12A,8.772072152
plasma cell,SFTPA1,8.538697226
plasma cell,HSPA1B,8.188471932
plasma cell,SFTPB,6.720571427
plasma cell,SFTPA2,5.084131477
plasma cell,ZFP36,3.608447512
plasma cell,B4GALT1,1.631134993
plasma cell,CRIP1,0.107998375
cd8+ memory/effector t cell,GZMK,Inf
cd8+ memory/effector t cell,CCL5,220.4651312
cd8+ memory/effector t cell,IL32,208.1718064
cd8+ memory/effector t cell,NKG7,180.3751128
cd8+ memory/effector t cell,CD3D,178.5732995
cd8+ memory/effector t cell,CD3E,174.1406043
cd8+ memory/effector t cell,GZMA,173.6371757
cd8+ memory/effector t cell,CD8A,148.8172067
cd8+ memory/effector t cell,DUSP2,145.4738805
cd8+ memory/effector t cell,CST7,137.5838782
cd8+ memory/effector t cell,FYN,126.6021293
cd8+ memory/effector t cell,PRF1,121.4994204
cd8+ memory/effector t cell,TARP,120.2204001
cd8+ memory/effector t cell,PTPRCAP,119.2107953
cd8+ memory/effector t cell,GZMM,112.838038
cd8+ memory/effector t cell,CTSW,112.0905882
cd8+ memory/effector t cell,RPL23A,111.0537844
cd8+ memory/effector t cell,RPS3,110.788496
cd8+ memory/effector t cell,RPS29,107.1507525
cd8+ memory/effector t cell,CD8B,104.1374247
cd8+ memory/effector t cell,LYAR,103.5304337
cd8+ memory/effector t cell,ZFP36L2,103.1019246
cd8+ memory/effector t cell,RPS27,102.0943383
cd8+ memory/effector t cell,CD2,101.95965
cd8+ memory/effector t cell,IL7R,101.6262874
cd8+ memory/effector t cell,RPS15A,97.67883185
cd8+ memory/effector t cell,CXCR4,87.50530343
cd8+ memory/effector t cell,RPL27A,86.2029947
cd8+ memory/effector t cell,SH2D1A,85.40415149
cd8+ memory/effector t cell,KLRG1,83.35683933
cd8+ memory/effector t cell,CMC1,82.69776662
cd8+ memory/effector t cell,PIK3R1,82.09737056
cd8+ memory/effector t cell,LCK,82.01768562
cd8+ memory/effector t cell,RPL13A,81.53603822
cd8+ memory/effector t cell,SPOCK2,80.79316535
cd8+ memory/effector t cell,BTG1,77.48043759
cd8+ memory/effector t cell,RPS12,77.31740516
cd8+ memory/effector t cell,RPL31,74.0678497
cd8+ memory/effector t cell,RPLP2,73.96255839
cd8+ memory/effector t cell,RPL13,73.92895489
cd8+ memory/effector t cell,IFITM1,73.59267111
cd8+ memory/effector t cell,RPL3,73.35159828
cd8+ memory/effector t cell,RPL41,72.75958272
cd8+ memory/effector t cell,CLEC2D,71.24913172
cd8+ memory/effector t cell,RPSA,69.2803573
cd8+ memory/effector t cell,KLRB1,68.26616124
cd8+ memory/effector t cell,LAG3,67.25623671
cd8+ memory/effector t cell,HCST,66.79388642
cd8+ memory/effector t cell,RPL17,65.60385887
cd8+ memory/effector t cell,CD7,64.09973326
cd8+ memory/effector t cell,RPS25,63.97362289
cd8+ memory/effector t cell,HLA-B,63.62483145
cd8+ memory/effector t cell,RPS21,62.39488952
cd8+ memory/effector t cell,RPL28,61.45897884
cd8+ memory/effector t cell,PVRIG,61.36124977
cd8+ memory/effector t cell,HLA-C,60.69009914
cd8+ memory/effector t cell,HLA-A,59.94977109
cd8+ memory/effector t cell,PTPRC,58.74790861
cd8+ memory/effector t cell,MALAT1,57.1092388
cd8+ memory/effector t cell,RPS14,56.89902931
cd8+ memory/effector t cell,CD27,56.63667391
cd8+ memory/effector t cell,RPS2,56.48954165
cd8+ memory/effector t cell,ETS1,53.28412718
cd8+ memory/effector t cell,RPL6,52.86466303
cd8+ memory/effector t cell,RPS18,52.57111962
cd8+ memory/effector t cell,LIME1,52.05185458
